,Unnamed: 0,p1_tag,p1_trophy,p1_card_0_id,p1_card_0_lv,p1_card_1_id,p1_card_1_lv,p1_card_2_id,p1_card_2_lv,p1_card_3_id,p1_card_3_lv,p1_card_4_id,p1_card_4_lv,p1_card_5_id,p1_card_5_lv,p1_card_6_id,p1_card_6_lv,p1_card_7_id,p1_card_7_lv,p1_crowns,p2_tag,p2_trophy,p2_card_0_id,p2_card_0_lv,p2_card_1_id,p2_card_1_lv,p2_card_2_id,p2_card_2_lv,p2_card_3_id,p2_card_3_lv,p2_card_4_id,p2_card_4_lv,p2_card_5_id,p2_card_5_lv,p2_card_6_id,p2_card_6_lv,p2_card_7_id,p2_card_7_lv,p2_crowns,winner
100,100,#YR0LU2RL,6452,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#2CR2YCJCP,6468,26000024,14,26000027,9,28000000,12,27000012,12,26000083,6,26000061,6,26000039,12,28000011,6,0,1
101,101,#YR0LU2RL,6479,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#8QY0PQUC,6503,28000013,9,28000000,12,26000012,9,26000057,12,26000049,14,26000015,9,26000035,6,26000029,6,2,2
102,102,#YR0LU2RL,6447,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,2,#9QU0VUCUC,6473,26000012,9,26000055,6,26000021,12,28000008,14,26000018,12,28000001,14,26000007,9,26000024,14,0,1
103,103,#YR0LU2RL,6481,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#8PYRR02C9,6427,26000046,6,26000054,9,27000006,14,28000017,14,26000072,4,28000003,12,26000011,12,28000004,9,1,2
104,104,#YR0LU2RL,6507,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#880VP0UY9,6543,26000055,6,26000061,6,28000009,9,28000017,14,26000044,9,28000010,6,26000074,4,26000042,6,1,2
105,105,#YR0LU2RL,6474,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#P2UJYQL,6514,26000004,9,26000036,12,26000046,6,26000062,6,26000050,6,28000000,12,28000008,14,26000042,6,0,1
106,106,#YR0LU2RL,6502,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#YG2R009U9,6514,26000000,14,26000001,14,27000008,9,27000006,14,26000010,14,26000030,14,28000000,12,28000011,6,1,2
107,107,#YR0LU2RL,6535,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#P08P0UC08,6494,28000015,9,26000074,4,28000016,12,26000044,9,26000038,12,26000050,6,26000059,12,26000028,12,1,2
108,108,#YR0LU2RL,6566,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#2J209VLVY,6552,27000008,9,26000000,14,26000084,14,28000000,12,27000006,14,26000001,14,26000010,14,28000011,6,1,2
109,109,#YR0LU2RL,6599,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#28QQPLL20,6559,28000003,12,28000011,6,28000012,9,26000045,9,26000011,12,26000021,12,26000030,14,26000002,14,1,2
110,110,#YR0LU2RL,6629,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,0,#CPVJPR,6623,28000012,9,28000010,6,26000072,4,26000011,12,26000034,9,26000037,6,26000042,6,28000005,9,1,2
111,111,#YR0LU2RL,6601,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,2,#2RCYP2UJ,6580,26000004,9,26000006,9,26000035,6,28000015,9,26000015,9,28000005,9,28000012,9,26000063,9,1,1
112,112,#YR0LU2RL,6568,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#L0PC2VV,6609,26000004,9,26000045,9,26000042,6,28000006,9,26000074,4,26000050,6,26000061,6,26000046,6,0,1
113,113,#YR0LU2RL,6541,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#80JPCVJYC,6517,26000012,9,28000001,14,26000003,12,28000008,14,26000033,6,26000005,14,26000014,12,26000018,12,0,1
114,114,#YR0LU2RL,6513,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#PY89C88,6500,26000069,4,26000023,6,26000015,9,28000010,6,27000009,12,28000009,9,28000012,8,28000015,9,0,1
115,115,#YR0LU2RL,6481,27000007,12,26000028,12,28000006,9,28000016,11,26000038,12,26000043,14,26000050,6,28000011,6,1,#V90YU2PQ,6509,26000026,6,26000000,14,28000003,12,27000003,12,28000011,6,28000004,9,26000084,14,26000010,14,0,1
116,116,#98U0RV89,6582,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,1,#CJC9RGRJG,6598,26000003,12,28000001,14,26000049,14,26000007,9,28000017,14,26000012,9,28000010,6,26000027,9,0,1
117,117,#98U0RV89,6552,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,1,#ULQ9PGL0,6552,26000038,12,26000028,12,27000007,12,26000050,6,26000074,4,26000043,14,28000016,12,28000011,6,0,1
118,118,#98U0RV89,6519,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,2,#200C2PQ9U,6554,26000038,12,26000028,12,26000046,6,26000050,6,27000007,12,28000016,12,28000011,6,26000043,14,1,1
119,119,#98U0RV89,6493,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,2,#28LV0YGRC,6447,26000029,6,26000037,6,26000048,6,26000035,6,26000015,9,26000057,12,28000013,9,28000000,12,0,1
120,120,#98U0RV89,6463,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,2,#8UYUG90Q,6469,28000011,6,26000039,12,28000000,12,26000044,9,26000084,13,26000024,14,26000010,13,26000054,9,1,1
121,121,#98U0RV89,6434,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,1,#8Q2RPJCRJ,6431,26000074,4,26000062,6,26000044,9,27000013,9,28000017,14,26000054,9,28000006,9,28000015,9,0,1
122,122,#98U0RV89,6462,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,0,#CUP2Q8Q9,6475,27000008,9,27000006,14,26000000,14,26000001,14,26000010,14,26000030,14,28000000,12,28000011,6,1,2
123,123,#98U0RV89,6489,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,0,#PP9Q2JJQJ,6518,26000045,9,26000011,12,26000010,14,28000012,9,26000006,9,26000032,6,27000000,14,28000008,14,1,2
124,124,#98U0RV89,6460,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,2,#8YG8UP90Q,6453,26000037,5,26000035,6,26000006,9,26000034,9,26000015,9,28000005,8,28000015,9,28000012,9,1,1
125,125,#98U0RV89,6432,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,2,#CJQCVR20,6415,27000013,9,26000021,12,26000022,14,26000053,14,26000040,12,26000027,9,28000000,12,28000011,6,1,1
126,126,#98U0RV89,6461,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,0,#2V829V9RP,6467,26000029,6,26000006,9,26000080,14,26000039,12,27000009,12,26000011,12,28000000,12,28000008,14,1,2
127,127,#98U0RV89,6437,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,1,#29PRUULV8,6376,27000003,12,28000005,8,26000001,14,28000010,6,28000001,13,26000039,12,26000011,12,26000034,9,0,1
128,128,#98U0RV89,6407,26000004,9,26000042,6,26000062,6,26000027,9,26000046,6,28000000,12,26000036,12,28000008,14,1,#9JY2UYUQU,6409,26000029,6,26000057,12,26000080,14,26000037,6,27000009,12,26000032,6,26000069,4,28000001,14,0,1
129,129,#98U0RV89,6376,26000003,12,28000010,6,28000017,14,28000001,14,26000012,9,26000007,9,26000069,4,26000049,14,2,#2CYJ8CYUG,6388,28000010,6,26000037,6,26000034,9,28000001,14,26000014,12,26000054,9,26000011,12,28000000,12,0,1
130,130,#98U0RV89,6345,26000003,12,28000010,6,28000017,14,28000001,14,26000012,9,26000007,9,26000069,4,26000049,14,2,#992UCRPU9,6360,26000035,6,26000006,9,26000037,6,26000020,9,28000001,14,26000049,14,28000008,14,26000055,6,1,1
131,131,#98U0RV89,6318,26000003,12,28000010,6,28000017,14,28000001,14,26000012,9,26000007,9,26000069,4,26000049,14,2,#8PQGUJU9Y,6294,26000055,6,28000012,9,26000037,6,28000007,9,26000056,14,28000001,14,26000041,14,26000045,9,1,1
132,132,#98U0RV89,6350,26000003,12,28000010,6,28000017,14,28000001,14,26000012,9,26000007,9,26000069,4,26000049,14,0,#828LGUV2,6322,27000006,14,26000007,9,28000009,9,26000020,9,28000011,6,26000018,12,26000035,6,26000031,14,1,2
133,133,#89CJULP22,6542,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,1,#2P0C8YLPL,6520,26000018,12,26000038,12,26000030,14,28000014,12,26000026,6,26000049,14,28000011,6,26000021,12,0,1
134,134,#89CJULP22,6513,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,1,#9VQ299PJL,6512,27000002,14,28000008,14,26000049,14,26000032,6,26000069,4,26000022,14,26000012,9,28000000,12,0,1
135,135,#89CJULP22,6543,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,0,#LGPUYUGCC,6536,26000039,12,26000032,6,28000008,14,26000049,14,27000010,12,28000015,9,26000055,6,26000001,14,1,2
136,136,#89CJULP22,6577,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,0,#RLP89JJR,6521,26000059,12,26000038,12,26000044,9,26000028,12,26000050,6,26000074,3,28000016,11,28000015,9,1,2
137,137,#89CJULP22,6606,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,0,#YYV0GVYCU,6615,26000038,12,26000021,12,26000014,12,28000000,12,26000030,14,26000010,14,27000000,14,28000011,6,1,2
138,138,#89CJULP22,6639,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,0,#PR2V22V9V,6600,26000069,4,26000012,9,26000083,6,26000052,12,26000024,14,28000011,6,26000061,6,28000000,12,1,2
139,139,#89CJULP22,6666,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,0,#9LRLYLR2P,6699,26000006,9,26000035,6,26000015,9,26000034,9,26000037,6,28000012,9,28000005,8,28000015,9,1,2
140,140,#89CJULP22,6638,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,1,#29Y929YCC,6626,26000011,12,26000023,6,26000015,9,28000012,9,28000009,9,28000015,9,27000009,12,28000010,6,0,1
141,141,#89CJULP22,6605,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,1,#80VP29LJP,6642,28000004,9,26000040,12,28000000,12,26000012,9,27000003,12,26000056,14,28000011,6,26000011,12,0,1
142,142,#89CJULP22,6572,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000080,14,27000012,12,28000012,9,1,#2YRVGYUC2,6611,26000007,9,26000012,9,26000005,14,28000001,14,26000003,12,26000043,14,28000010,6,28000017,14,0,1
143,143,#89CJULP22,6603,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000069,4,27000012,12,28000012,9,0,#9YY80LL2,6582,26000006,9,26000034,9,28000012,9,28000015,9,26000035,6,26000037,6,28000005,9,26000015,9,1,2
144,144,#89CJULP22,6576,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000069,4,27000012,12,28000012,9,1,#2GY2V8UJ0,6551,26000044,9,26000084,14,26000072,4,28000007,9,26000024,14,26000027,9,28000011,6,26000061,6,0,1
145,145,#89CJULP22,6603,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,0,#Q89QL88L,6633,26000042,6,28000000,12,26000016,9,26000039,12,28000008,14,26000003,12,26000027,9,26000032,6,3,2
146,146,#89CJULP22,6630,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,0,#9JPQJPU9J,6663,26000055,6,26000064,14,28000008,14,26000042,6,26000021,12,26000025,9,26000046,6,26000027,9,1,2
147,147,#89CJULP22,6658,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,0,#YJL882JQ,6674,27000002,14,28000012,9,26000001,14,28000003,12,26000011,12,26000010,14,26000030,14,28000011,6,1,2
148,148,#89CJULP22,6627,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,3,#Q0892GRYY,6647,26000006,9,26000035,6,28000017,14,26000030,14,26000026,6,26000049,14,26000002,14,28000015,9,1,1
149,149,#89CJULP22,6598,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,2,#QQQYJUU8P,6589,26000029,6,26000008,14,26000080,14,28000001,14,26000006,9,26000005,14,26000022,14,28000005,9,1,1
150,150,#89CJULP22,6631,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,0,#2RGU9VQ8P,6593,26000003,12,26000084,14,26000043,14,26000033,6,26000042,6,26000027,9,28000008,14,28000002,9,3,2
151,151,#89CJULP22,6663,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,1,#9PLGCQCLG,6630,26000029,6,26000049,14,26000035,6,26000012,9,28000000,12,28000013,9,26000015,9,26000057,12,2,2
152,152,#89CJULP22,6631,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,1,#CJJVVC9,6664,26000021,12,28000006,9,26000025,9,26000027,9,28000005,9,26000045,9,26000028,12,28000011,6,0,1
153,153,#89CJULP22,6604,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,1,#8VQ0Y0C8L,6578,26000007,9,26000025,9,26000052,12,28000005,8,28000012,9,26000037,6,26000034,9,28000010,6,0,1
154,154,#89CJULP22,6633,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,1,#YPVVUQQ0,6635,26000021,12,26000022,14,26000064,14,28000008,14,26000005,14,27000003,12,26000032,6,26000011,12,2,2
155,155,#89CJULP22,6599,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,1,#8L8P90LV,6647,26000020,9,26000024,14,26000084,14,28000011,6,26000052,12,26000072,4,28000014,12,26000061,6,0,1
156,156,#89CJULP22,6566,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,1,#9VPYQUJJV,6607,26000043,14,28000008,14,26000035,6,26000048,6,26000039,12,26000013,14,28000001,14,26000009,9,0,1
157,157,#89CJULP22,6539,26000015,9,26000009,9,28000015,9,28000007,9,26000048,6,26000083,6,27000012,12,28000012,9,3,#9LJYLVUQQ,6505,26000006,9,26000032,6,26000020,9,26000061,6,26000044,9,26000049,14,28000017,14,28000015,9,0,1
158,158,#202CU0C8Y,6540,27000009,12,28000010,6,28000015,9,26000015,9,26000023,6,26000011,12,28000012,9,28000009,9,1,#P9QLQU9LY,6521,28000004,9,26000055,6,26000016,9,26000026,6,26000041,14,28000000,12,28000008,14,26000049,14,0,1
159,159,#202CU0C8Y,6508,27000009,12,28000010,6,28000015,9,26000015,9,26000023,6,26000011,12,28000012,9,28000009,9,1,#GQJY00YP,6542,26000072,4,26000031,14,26000021,12,28000018,14,26000010,14,27000000,14,28000011,6,28000014,12,0,1
160,160,#U0QY29J2,6526,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#PQYVQ2YJ,6517,26000069,3,26000039,12,26000024,14,26000061,6,26000083,6,28000011,6,26000084,14,28000000,12,0,1
161,161,#U0QY29J2,6552,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#2RUCVJLLJ,6594,26000024,14,26000008,14,26000027,9,26000045,9,28000007,9,28000012,9,28000011,6,26000037,6,1,2
162,162,#U0QY29J2,6524,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#9QURQRJ2P,6512,26000072,4,26000011,12,26000031,14,26000025,9,28000011,6,28000009,9,27000002,14,26000032,6,0,1
163,163,#U0QY29J2,6553,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#22RC0CPU,6564,26000048,6,26000039,12,26000009,9,26000035,6,28000001,14,26000043,14,28000006,9,28000008,14,2,2
164,164,#U0QY29J2,6527,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#2CPR0PU2,6492,28000001,14,26000043,14,26000048,6,26000063,9,28000002,9,28000000,12,26000067,12,26000068,12,0,1
165,165,#U0QY29J2,6497,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#2J09LPP8Q,6502,26000021,12,28000014,12,28000011,6,27000000,14,26000020,9,26000010,14,26000064,14,26000039,12,0,1
166,166,#U0QY29J2,6464,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#9RQLG08R8,6510,26000046,6,26000058,9,26000050,6,26000007,9,28000000,12,26000012,9,27000013,9,28000011,6,0,1
167,167,#U0QY29J2,6496,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#88VG990JU,6463,26000024,14,26000084,14,26000083,6,26000044,9,26000020,9,26000061,6,28000007,9,28000011,6,2,2
168,168,#U0QY29J2,6526,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#YJUP2GJ9Q,6526,26000006,9,26000044,9,26000032,6,26000038,12,26000049,14,28000018,14,28000011,6,28000017,14,1,2
169,169,#U0QY29J2,6493,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#28Y022P02,6534,26000029,6,26000006,9,26000037,6,28000001,14,27000009,12,26000080,14,26000011,12,28000000,12,0,1
170,170,#U0QY29J2,6461,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#PCPVUPLP,6489,26000024,14,26000061,6,26000083,6,26000012,9,26000069,4,28000000,12,28000011,6,26000052,11,0,1
171,171,#U0QY29J2,6428,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#8GJR0JGLU,6469,28000004,9,27000003,12,26000055,6,26000016,9,26000012,9,26000001,14,28000001,14,28000003,12,0,1
172,172,#U0QY29J2,6457,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#GRCJQQJ2Y,6464,26000015,9,28000015,9,26000009,9,28000007,9,26000048,6,26000069,4,27000009,12,28000012,9,1,2
173,173,#U0QY29J2,6489,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#VYPP28GP,6464,26000003,12,26000007,9,26000037,6,28000010,6,26000012,9,28000001,14,26000069,4,28000000,12,1,2
174,174,#U0QY29J2,6523,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#CUJQL2Y9,6475,26000032,6,26000014,12,26000049,14,28000009,9,27000002,14,26000069,4,26000012,9,28000011,6,3,2
175,175,#U0QY29J2,6551,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#P9C9J0QYV,6566,28000004,9,28000000,12,26000084,14,26000010,14,26000000,14,26000040,12,28000011,6,27000006,14,1,2
176,176,#U0QY29J2,6582,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#82JPUL820,6566,26000069,4,26000058,9,27000003,12,28000000,12,27000013,9,26000040,12,26000012,9,28000011,6,1,2
177,177,#U0QY29J2,6609,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#2Q2PCY2V8,6636,26000061,6,26000024,14,26000069,4,26000044,9,26000084,14,28000000,12,28000011,6,27000009,12,1,2
178,178,#U0QY29J2,6578,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#80VUCV2,6596,26000029,6,26000069,4,26000039,12,26000032,6,26000057,12,26000080,14,27000009,12,28000001,14,0,1
179,179,#U0QY29J2,6547,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,1,#2RVPRRLPG,6560,28000000,12,26000015,9,26000029,6,28000013,9,26000049,14,26000012,9,26000035,6,26000057,12,0,1
180,180,#U0QY29J2,6580,28000006,9,28000004,9,27000003,12,27000010,12,28000001,14,28000009,9,26000034,9,26000012,9,0,#PJU2UVQVR,6543,26000055,6,26000051,6,26000037,6,26000014,12,26000074,4,28000017,14,28000015,9,28000007,9,1,2
181,181,#LYCGVUPY,6519,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,1,#LP292Q0V,6515,26000003,12,26000033,6,28000010,6,26000049,14,26000012,9,26000014,12,28000001,14,28000017,14,0,1
182,182,#LYCGVUPY,6551,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,0,#9V2UJC8J,6519,26000013,14,26000058,9,26000025,9,26000011,12,26000031,14,28000000,12,27000013,9,27000003,12,1,2
183,183,#LYCGVUPY,6581,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,0,#PPRUPPCVY,6570,26000034,9,26000015,9,28000012,9,26000037,6,28000005,9,26000012,9,26000069,4,28000010,6,1,2
184,184,#LYCGVUPY,6609,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,0,#PGP0G9C2,6630,26000084,13,26000027,9,26000044,9,26000072,4,26000061,5,28000007,9,26000024,14,28000011,6,3,2
185,185,#LYCGVUPY,6637,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,0,#UURCR8C9,6658,28000005,9,26000035,6,26000037,6,28000012,9,26000034,9,26000006,9,26000015,9,28000015,9,1,2
186,186,#LYCGVUPY,6665,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,0,#9CJU9JYLY,6679,28000000,12,27000009,12,26000039,12,28000008,14,26000080,14,26000029,6,26000006,9,26000008,14,3,2
187,187,#LYCGVUPY,6632,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,1,#2U9JQQ2LL,6678,27000002,14,28000009,9,26000032,6,26000014,12,26000049,14,26000010,14,26000065,4,28000011,6,0,1
188,188,#LYCGVUPY,6602,26000036,12,26000042,6,28000000,12,28000008,14,26000014,12,26000004,9,26000050,6,26000046,6,1,#29YUPU299,6609,26000049,14,28000017,14,26000048,6,26000034,9,26000003,12,28000010,6,28000001,14,26000012,9,0,1
189,189,#LYCGVUPY,6633,26000024,14,28000011,6,28000007,9,26000042,6,26000010,14,26000050,6,26000044,9,26000061,6,0,#R0GUYG0G,6618,26000040,12,26000011,12,27000000,14,28000003,12,28000011,6,26000031,14,26000010,14,28000004,9,1,2
190,190,#LYCGVUPY,6666,26000024,14,28000011,6,28000007,9,26000042,6,26000010,14,26000050,6,26000044,9,26000061,6,0,#80ULGYC0,6625,27000008,9,26000000,14,26000001,14,26000030,14,26000010,14,27000006,14,28000000,12,28000011,6,1,2
191,191,#2UJ9JYJU,6493,26000027,9,26000017,12,28000001,14,26000016,9,26000033,6,26000042,6,26000061,6,26000003,12,1,#800YPCGJ8,6511,27000008,9,26000001,14,26000000,14,26000030,14,26000010,14,27000006,14,28000000,12,28000011,6,0,1
192,192,#2UJ9JYJU,6467,26000027,9,26000017,12,28000001,14,26000016,9,26000033,6,26000042,6,26000061,6,26000003,12,2,#9U0RRCLPY,6432,28000016,12,26000042,6,26000074,4,26000083,6,26000046,6,26000055,6,26000050,6,26000043,14,1,1
193,193,#2UJ9JYJU,6493,26000027,9,26000017,12,28000001,14,26000016,9,26000033,6,26000042,6,26000061,6,26000003,12,0,#89C9PJLPY,6528,26000033,6,28000006,9,26000046,6,27000008,9,26000045,9,26000000,14,26000042,6,27000006,14,1,2
194,194,#2UJ9JYJU,6463,26000027,9,26000017,12,28000001,14,26000016,9,26000033,6,26000042,6,26000061,6,26000003,12,2,#2PR0UQCJ9,6463,26000048,6,26000003,12,28000001,14,26000012,9,28000010,6,26000034,9,26000049,14,28000017,14,0,1
195,195,#2UJ9JYJU,6491,26000027,9,26000017,12,28000001,14,26000016,9,26000033,6,26000042,6,26000061,6,26000003,12,0,#PRUPJC9YY,6509,26000032,6,26000014,12,26000006,9,27000004,12,26000010,14,26000038,12,28000017,14,28000015,9,1,2
196,196,#2VCP9LUY,6491,26000029,6,26000025,9,26000037,6,26000015,9,26000032,6,28000009,9,28000015,9,27000012,12,2,#8PJV9JCR,6469,26000024,14,26000072,4,26000044,9,26000084,14,26000050,6,28000007,9,26000061,6,28000011,6,1,1
